Town,List Year,Sale Amount,Assessed Value,Sales Ratio,Property Type,Estimated NOI,Cap Rate,SqFt,Price per SqFt
Fairfield,2013,368000.0,313390.0,0.851603261,Single Family,25760.000000000004,0.08460611283593908,1049,350.8102955195424
Bloomfield,2015,362500.0,270900.0,0.747310345,Single Family,25375.000000000004,0.057255487628497984,2839,127.6858048608665
Stratford,2005,258600.0,114310.0,0.442034029,,18102.0,0.057678736221702886,2502,103.35731414868106
North Branford,2021,622500.0,182800.0,0.293654618,Apartments,43575.00000000001,0.05945467764202675,1789,347.9597540525433
Ellington,2014,144254.0,94340.0,0.653985331,Single Family,10097.78,0.07190549273173091,1333,108.21755438859715
Wilton,2005,800000.0,436590.0,0.5457375,,56000.00000000001,0.07944909481677548,1283,623.5385814497272
Avon,2008,522000.0,442560.0,0.847816092,Single Family,36540.0,0.08209479914233225,2342,222.88642186165671
New Haven,2002,70000.0,54040.0,0.772,,4900.000000000001,0.054072245863240484,2527,27.700831024930746
Norwalk,2011,350000.0,425110.0,1.2146,Single Family,24500.000000000004,0.06748610903265356,1191,293.8706968933669
Sherman,2019,649000.0,452200.0,0.6968,Single Family,45430.00000000001,0.06813069578731965,2017,321.7649975210709
Cheshire,2016,105000.0,75270.0,0.716857143,Condo,7350.000000000001,0.07117555684154173,975,107.6923076923077
South Windsor,2016,112000.0,65500.0,0.584821429,Condo,7840.000000000001,0.07146718700994756,1296,86.41975308641975
Waterbury,2019,47000.0,27030.0,0.5751,Condo,3290.0000000000005,0.08661720684397695,1476,31.84281842818428
Cromwell,2011,415000.0,268170.0,0.646192771,Single Family,29050.000000000004,0.06936324777651598,2917,142.26945491943778
South Windsor,2009,557000.0,46390.0,0.083285458,Single Family,38990.00000000001,0.06649160325528516,2169,256.8003688335639
Branford,2011,1300000.0,508700.0,0.391307692,Single Family,91000.00000000001,0.0737023714277357,2860,454.54545454545456
Bridgeport,2010,64000.0,97880.0,1.529375,Single Family,4480.0,0.09077839927800382,1450,44.13793103448276
Avon,2016,375000.0,257620.0,0.686986667,Single Family,26250.000000000004,0.0677714306361301,1132,331.2720848056537
Farmington,2021,250000.0,137190.0,0.5487,Residential,17500.0,0.07144410522035924,2343,106.70081092616304
Southington,2009,170500.0,91910.0,0.539061584,,11935.000000000002,0.0646017769422972,2158,79.00834105653382
Waterbury,2005,185000.0,82740.0,0.447243243,,12950.000000000002,0.07302871940376399,2077,89.07077515647569
Bridgeport,2012,125000.0,135500.0,1.084,Two Family,8750.0,0.07057930627801129,1192,104.86577181208054
Norwalk,2019,140000.0,79300.0,0.5664,Condo,9800.000000000002,0.07752023998205582,1833,76.37752318603383
East Haddam,2004,349900.0,42840.0,0.122434981,,24493.000000000004,0.07627253581128242,2763,126.63771263119797
Berlin,2016,230000.0,215600.0,0.937391304,,16100.000000000002,0.057767799006749276,1116,206.09318996415772
Old Lyme,2022,562750.0,198300.0,0.3523,Residential,39392.50000000001,0.06509650544819784,834,674.7601918465227
East Hampton,2001,78000.0,39180.0,0.502307692,,5460.000000000001,0.06879092802949174,2654,29.389600602863602
Wilton,2005,1050000.0,496790.0,0.473133333,,73500.0,0.06854431157925721,2189,479.67108268615806
Southington,2004,100000.0,64260.0,0.6426,,7000.000000000001,0.06653048676487941,1583,63.171193935565384
Canton,2004,157500.0,81900.0,0.52,,11025.000000000002,0.0745364905477738,1008,156.25
South Windsor,2020,375000.0,1063400.0,2.8357,Industrial,26250.000000000004,0.07715261533700404,1791,209.38023450586266
Brooklyn,2003,221800.0,100240.0,0.451938683,,15526.000000000002,0.07617345079998421,2646,83.82464096749811
Somers,2010,389000.0,260600.0,0.669922879,Single Family,27230.000000000004,0.06395822956516221,2971,130.93234601144397
Stonington,2021,566670.0,157600.0,0.2781,Residential,39666.9,0.08441731996468294,1520,372.8092105263158
Ridgefield,2001,1037000.0,531140.0,0.512189007,,72590.0,0.06392687681329173,2536,408.9116719242902
North Branford,2019,330000.0,220600.0,0.6685,Single Family,23100.000000000004,0.08457933828321398,914,361.05032822757113
Suffield,2006,499000.0,249270.0,0.499539078,Single Family,34930.0,0.07428146843986877,2447,203.92317123007766
Berlin,2011,312000.0,208800.0,0.669230769,Single Family,21840.000000000004,0.06725415644958886,2708,115.21418020679468
Manchester,2019,398000.0,254800.0,0.6402,Single Family,27860.000000000004,0.07354226087162695,1493,266.5773610180844
Kent,2021,202101.0,367200.0,1.8169,Residential,14147.070000000002,0.07026520679914068,2623,77.04956157072056
East Windsor,2005,118000.0,66040.0,0.559661017,,8260.0,0.06960306771262315,2079,56.75805675805676
Clinton,2004,170000.0,93800.0,0.551764706,,11900.000000000002,0.06170668324684213,808,210.3960396039604
Simsbury,2013,150000.0,360.0,0.0024,,10500.000000000002,0.0554301752298482,1508,99.46949602122015
Winchester,2003,76000.0,34440.0,0.453157895,,5320.000000000001,0.06260238477646413,1748,43.47826086956522
Newington,2019,174000.0,153870.0,0.8843,Single Family,12180.000000000002,0.08851074305931858,988,176.11336032388664
New Haven,2021,1200000.0,759710.0,0.633,Residential,84000.00000000001,0.07588479305927787,1413,849.2569002123142
Cheshire,2009,445000.0,280890.0,0.631213483,Single Family,31150.000000000004,0.06686095116120157,1747,254.72238122495708
Waterbury,2020,200500.0,53320.0,0.2659,Residential,14035.000000000002,0.06635850279659745,1780,112.64044943820225
Ridgefield,2019,635000.0,490840.0,0.7729,Single Family,44450.00000000001,0.05964409852072443,2045,310.51344743276286
Branford,2016,8000.0,8500.0,1.0625,Single Family,560.0,0.06763967050688935,1289,6.2063615205585725
East Lyme,2009,326000.0,296380.0,0.909141104,Single Family,22820.000000000004,0.06470902799965264,1250,260.8
New Milford,2002,67000.0,34230.0,0.510895522,,4690.0,0.0762424542121001,2805,23.885918003565063
Burlington,2020,400000.0,247590.0,0.6189,Residential,28000.000000000004,0.05176507264950414,2986,133.95847287340925
Guilford,2016,810000.0,449210.0,0.554580247,Single Family,56700.00000000001,0.06952567536909053,920,880.4347826086956
East Hartford,2016,194883.0,109210.0,0.560387515,Single Family,13641.810000000001,0.05573257958728607,2995,65.069449081803
Enfield,2014,138000.0,89620.0,0.64942029,Condo,9660.000000000002,0.06159237862203323,2077,66.44198363023591
Windsor,2020,162000.0,111440.0,0.6879,Residential,11340.000000000002,0.05745554932658228,2813,57.58976182012087
Stamford,2005,564000.0,171360.0,0.303829787,,39480.00000000001,0.07762194435128021,2027,278.2437099161322
Portland,2014,230000.0,246400.0,1.071304348,Single Family,16100.000000000002,0.07926810423442732,2300,100.0
Avon,2007,730000.0,429790.0,0.588753425,Single Family,51100.00000000001,0.06553381686401925,2750,265.45454545454544
Naugatuck,2016,145000.0,98800.0,0.68137931,Single Family,10150.000000000002,0.07412565878607899,1706,84.99413833528722
Bridgeport,2006,307500.0,150640.0,0.489886179,Three Family,21525.000000000004,0.09069345176486715,2582,119.09372579395817
Greenwich,2006,801900.0,456960.0,0.569846614,Single Family,56133.00000000001,0.05636424919817758,887,904.0586245772266
Stamford,2014,300000.0,224240.0,0.747466667,,21000.000000000004,0.0712362725306131,1907,157.31515469323546
Bristol,2005,187133.0,99790.0,0.533257095,,13099.310000000001,0.06410664540056606,2565,72.95633528265107
West Hartford,2021,270000.0,227850.0,0.8438,Residential,18900.0,0.06695948456885822,1212,222.77227722772278
Plainville,2002,191000.0,101130.0,0.52947644,,13370.000000000002,0.08774858627010398,865,220.8092485549133
Bridgeport,2017,200000.0,141820.0,0.7091,Single Family,14000.000000000002,0.06549701471327557,2605,76.77543186180422
Norwich,2012,210000.0,157000.0,0.747619048,Single Family,14700.000000000002,0.07616423449027158,1287,163.17016317016316
Plymouth,2008,181000.0,121000.0,0.668508287,Single Family,12670.000000000002,0.07478699227777122,1018,177.79960707269154
Southbury,2001,172500.0,78930.0,0.457565217,,12075.000000000002,0.06734054347607793,1238,139.33764135702745
Windham,2002,151000.0,101230.0,0.670397351,,10570.000000000002,0.07092913199699094,2825,53.45132743362832
Farmington,2011,156000.0,115500.0,0.740384615,Condo,10920.000000000002,0.07652529398964564,1043,149.56855225311602
Southington,2016,375000.0,217700.0,0.580533333,Single Family,26250.000000000004,0.0790733189069284,2659,141.03046257991727
Bethel,2004,539900.0,285620.0,0.529023893,,37793.0,0.06311739942716718,2264,238.47173144876325
Simsbury,2004,190000.0,150280.0,0.790947368,,13300.000000000002,0.052154970622370705,2045,92.90953545232274
Burlington,2004,425000.0,317240.0,0.746447059,,29750.000000000004,0.06341053176547116,2868,148.18688981868897
West Haven,2001,110000.0,68740.0,0.624909091,,7700.000000000001,0.07116528015243392,2586,42.53673627223511
Norwalk,2006,320000.0,170730.0,0.53353125,Condo,22400.000000000004,0.07774734647554137,1045,306.2200956937799
Waterbury,2020,242000.0,102760.0,0.4246,Residential,16940.0,0.07646497386307424,1895,127.70448548812665
Bristol,2016,159000.0,103740.0,0.65245283,Single Family,11130.000000000002,0.05870128410843984,1074,148.04469273743015
Norwalk,2002,274500.0,104020.0,0.378943534,,19215.000000000004,0.07525258753836053,2764,99.31259044862519
Fairfield,2008,1350000.0,918890.0,0.680659259,Single Family,94500.00000000001,0.06359148240637072,2476,545.2342487883683
Plymouth,2005,228000.0,97040.0,0.425614035,,15960.000000000002,0.07505830776244728,817,279.06976744186045
Montville,2013,145000.0,102130.0,0.704344828,Single Family,10150.000000000002,0.0712662900283442,1941,74.70376094796497
Mansfield,2016,80000.0,148900.0,1.86125,Single Family,5600.000000000001,0.07783545267865581,1487,53.79959650302623
Newtown,2006,330000.0,176530.0,0.534939394,Single Family,23100.000000000004,0.07842620093213071,1188,277.77777777777777
Newtown,2014,10000.0,28780.0,2.878,Single Family,700.0000000000001,0.08131857824050485,1943,5.14668039114771
Guilford,2009,260000.0,262860.0,1.011,Single Family,18200.0,0.07466380127395392,1046,248.565965583174
Bridgeport,2021,440000.0,173119.0,0.3934,Residential,30800.000000000004,0.08573891991652614,1294,340.03091190108194
Hamden,2014,229900.0,179340.0,0.780078295,Single Family,16093.000000000002,0.053391627652695575,1354,169.79320531757756
Ellington,2008,259900.0,194070.0,0.746710273,Single Family,18193.0,0.055460762695293854,2903,89.52807440578712
Guilford,2001,475000.0,322000.0,0.677894737,,33250.0,0.07654981942869496,1145,414.8471615720524
Ledyard,2016,262000.0,207970.0,0.793778626,Single Family,18340.0,0.07997569950384201,2234,117.27842435094001
Wolcott,2020,299900.0,188130.0,0.6273,Residential,20993.000000000004,0.05354705898391636,1613,185.92684438933665
Norwich,2017,127000.0,77600.0,0.611,Single Family,8890.0,0.07825688822979773,1822,69.70362239297475
Plymouth,2014,148200.0,103500.0,0.698380567,Single Family,10374.000000000002,0.0688031617155388,2428,61.03789126853377
Stamford,2014,475010.0,282990.0,0.595755879,Condo,33250.700000000004,0.08669858296085431,2232,212.81810035842295
Vernon,2002,128500.0,67240.0,0.523268482,,8995.0,0.06792541892552023,2126,60.44214487300094
Southington,2006,19458.0,0.0,0.0,Condo,1362.0600000000002,0.07679500996476923,1558,12.489088575096277
Milford,2022,768000.0,441870.0,0.5753,Residential,53760.00000000001,0.0639882190166347,2116,362.94896030245746
Bristol,2016,105000.0,63770.0,0.607333333,Condo,7350.000000000001,0.06991791048220039,1269,82.74231678486997
West Hartford,2022,185000.0,101430.0,0.5482,Residential,12950.000000000002,0.06553344484469362,2620,70.61068702290076
Waterford,2021,314900.0,167660.0,0.5324,Residential,22043.000000000004,0.0742367202564769,910,346.04395604395603
Burlington,2007,145000.0,121170.0,0.835655172,Single Family,10150.000000000002,0.07959444336838616,1110,130.63063063063063
Groton,2020,440000.0,518280.0,1.1779,Residential,30800.000000000004,0.07077455814796138,1148,383.2752613240418
Stamford,2015,630000.0,344400.0,0.546666667,Single Family,44100.00000000001,0.04980234868595412,2500,252.0
Woodstock,2015,349000.0,242400.0,0.694555874,Single Family,24430.000000000004,0.06949252081791839,2512,138.93312101910828
Stamford,2018,182500.0,488890.0,2.6788,Condo,12775.000000000002,0.05132265992353117,2259,80.78795927401505
Greenwich,2007,325000.0,196770.0,0.605446154,Condo,22750.000000000004,0.07510421931740734,2944,110.39402173913044
Hartford,2009,410000.0,370380.0,0.903365854,,28700.000000000004,0.06040744631477651,2713,151.12421673424254
Bristol,2020,610000.0,287260.0,0.4709,Residential,42700.00000000001,0.0825433836075734,2651,230.10184835910977
Canton,2007,829900.0,262500.0,0.316303169,Single Family,58093.00000000001,0.07574830219985848,2453,338.32042397064816
Ellington,2004,269900.0,121810.0,0.451315302,,18893.0,0.06683504489717434,1988,135.76458752515092
Guilford,2011,446500.0,426990.0,0.956304591,Single Family,31255.000000000004,0.07041353811758631,1004,444.7211155378486
Stamford,2019,688000.0,476290.0,0.6923,Single Family,48160.00000000001,0.06411912612534268,1198,574.2904841402337
Waterbury,2009,140000.0,86870.0,0.6205,Single Family,9800.000000000002,0.07591589422144145,2424,57.755775577557756
Stamford,2009,5000000.0,3040900.0,0.60818,Single Family,350000.00000000006,0.05243060601077867,2468,2025.9319286871962
Greenwich,2020,1150000.0,504630.0,0.4388,Vacant Land,80500.00000000001,0.06822508116225717,1970,583.756345177665
Middletown,2011,62500.0,123490.0,1.97584,Single Family,4375.0,0.086942515244056,1762,35.47105561861521
Tolland,2008,379900.0,234400.0,0.617004475,Single Family,26593.000000000004,0.08242572619869423,1864,203.80901287553647
Waterbury,2003,41000.0,18620.0,0.454146341,,2870.0000000000005,0.0751636296183726,1236,33.17152103559871
Manchester,2007,156000.0,122200.0,0.783333333,Condo,10920.000000000002,0.06161067646376162,2130,73.2394366197183
Westbrook,2012,95570.0,43410.0,0.454222036,Single Family,6689.900000000001,0.06638195472845886,2799,34.14433726330832
Southbury,2004,339000.0,84690.0,0.249823009,,23730.000000000004,0.07044589451064727,1278,265.25821596244134
Hartford,2001,145900.0,58450.0,0.400616861,,10213.000000000002,0.06219968190416333,1077,135.46889507892294
Westport,2004,870000.0,306300.0,0.352068966,,60900.00000000001,0.0677859838559772,2531,343.7376531015409
West Hartford,2009,245000.0,158700.0,0.647755102,Two Family,17150.0,0.07223066108685976,2108,116.22390891840607
Wallingford,2009,206000.0,189840.0,0.921553398,Single Family,14420.000000000002,0.06249043937972316,1997,103.15473209814722
Killingly,2015,65000.0,88690.0,1.364461538,Single Family,4550.0,0.06578362866754617,870,74.71264367816092
Southington,2019,240000.0,128230.0,0.5343,Two Family,16800.0,0.08034319709375215,959,250.2606882168926
Hamden,2003,220000.0,69860.0,0.317545455,,15400.000000000002,0.07535790258851456,1753,125.49914432401597
Norwich,2002,155900.0,24500.0,0.157152021,,10913.000000000002,0.07081741802490646,2137,72.95273748245204
Milford,2015,142500.0,94330.0,0.661964912,Condo,9975.000000000002,0.07678883052720185,2470,57.69230769230769
Windsor,2017,380000.0,276010.0,0.726342105,,26600.000000000004,0.07132403016544847,2728,139.29618768328444
Torrington,2020,350000.0,165320.0,0.4723,Residential,24500.000000000004,0.05014301721993601,1989,175.96782302664656
Meriden,2003,115700.0,57540.0,0.497320657,,8099.000000000001,0.06917843140392846,2415,47.908902691511386
West Haven,2006,75000.0,116130.0,1.5484,Single Family,5250.000000000001,0.07321599926388926,2042,36.72869735553379
East Hartford,2007,120739.0,102480.0,0.848772973,Condo,8451.730000000001,0.06340283228894017,2824,42.75460339943343
Milford,2001,190000.0,131040.0,0.689684211,,13300.000000000002,0.06533953965828125,2435,78.02874743326488
Vernon,2002,285000.0,136470.0,0.478842105,,19950.000000000004,0.07048009935094707,1758,162.1160409556314
East Hampton,2004,177000.0,133480.0,0.754124294,,12390.000000000002,0.07365583700731343,2974,59.515803631472764
Southington,2008,100000.0,62160.0,0.6216,Condo,7000.000000000001,0.06548144198610323,1096,91.24087591240875
Avon,2006,325000.0,154880.0,0.476553846,Single Family,22750.000000000004,0.07321895474310267,2208,147.19202898550725
New Haven,2020,400000.0,130550.0,0.326375,Apartments,28000.000000000004,0.06001952826857838,2637,151.68752370117556
Greenwich,2007,3132500.0,1605030.0,0.512379888,Single Family,219275.00000000003,0.06105971494768192,1061,2952.4033930254477
New Britain,2018,184000.0,113890.0,0.6189,Single Family,12880.000000000002,0.062445715481982196,2897,63.51397997928892
Bridgeport,2009,200000.0,1414010.0,7.07005,,14000.000000000002,0.08737498739637996,2717,73.6105999263894
Hamden,2002,156000.0,73360.0,0.47025641,,10920.000000000002,0.0733378687130575,1072,145.52238805970148
West Hartford,2010,1800000.0,488000.0,0.271111111,,126000.00000000001,0.08732574401554975,2935,613.2879045996593
Seymour,2021,9555.55,124110.0,12.9882,Residential,668.8885,0.06598721471278712,2102,4.545932445290199
Stratford,2012,132500.0,134680.0,1.01645283,Condo,9275.0,0.051472261678414004,1837,72.12847033206315
Manchester,2005,136000.0,58700.0,0.431617647,,9520.0,0.08353108160789292,2262,60.123784261715294
New Britain,2016,256000.0,128380.0,0.501484375,Three Family,17920.0,0.0643403319184213,2733,93.66995975118917
West Hartford,2019,360000.0,240940.0,0.6693,Single Family,25200.000000000004,0.07185922323762044,2952,121.95121951219512
West Haven,2013,229000.0,189210.0,0.826244541,Single Family,16030.000000000002,0.05669922823932747,1658,138.11821471652593
Salisbury,2002,298218.0,234650.0,0.786840499,,20875.260000000002,0.05208867200006033,2965,100.57942664418212
Litchfield,2019,220500.0,221320.0,1.0037,Single Family,15435.000000000002,0.08245159188155474,2247,98.13084112149532
Suffield,2014,340000.0,238420.0,0.701235294,Two Family,23800.000000000004,0.05874328672429305,2358,144.1899915182358
Ansonia,2016,94500.0,101400.0,1.073015873,Single Family,6615.000000000001,0.07993210689250381,2432,38.85690789473684
Wethersfield,2009,199000.0,162800.0,0.818090452,Single Family,13930.000000000002,0.06582470818762794,1355,146.86346863468634
Easton,2011,530000.0,330480.0,0.62354717,Single Family,37100.0,0.0812919461176742,2488,213.02250803858522
Goshen,2015,170000.0,155070.0,0.912176471,Single Family,11900.000000000002,0.05096909718494945,2752,61.77325581395349
East Hartford,2003,105000.0,73240.0,0.69752381,,7350.000000000001,0.08005733262516992,1788,58.7248322147651
New Haven,2004,140000.0,36610.0,0.2615,,9800.000000000002,0.07327281378894793,2435,57.49486652977413
Norwich,2021,155000.0,79200.0,0.5109,Residential,10850.000000000002,0.05136440464991738,2555,60.66536203522505
Stamford,2019,172000.0,139480.0,0.8109,Condo,12040.000000000002,0.07210803872475081,1421,121.04152005629838
East Haddam,2020,239000.0,132000.0,0.5523,Residential,16730.0,0.07799246457517245,2513,95.10545165141265
Newtown,2005,613205.0,254070.0,0.41433126,,42924.350000000006,0.0703148136349916,2218,276.46753832281337
Mansfield,2003,292000.0,128240.0,0.439178082,,20440.000000000004,0.08257122610943217,881,331.4415437003405
Tolland,2020,455000.0,248500.0,0.5461,Residential,31850.000000000004,0.08392498746401819,1474,308.68385345997285
Durham,2002,390000.0,183330.0,0.470076923,,27300.000000000004,0.06473696801411213,974,400.4106776180698
Greenwich,2013,599000.0,485310.0,0.810200334,Two Family,41930.00000000001,0.06103249028167789,1019,587.8312070657507
Manchester,2019,85000.0,15300.0,0.18,Condo,5950.000000000001,0.08059730215627176,2034,41.789577187807275
Milford,2017,175000.0,126300.0,0.7217,Condo,12250.000000000002,0.07604392246216898,1034,169.24564796905221
Suffield,2009,40000.0,143640.0,3.591,,2800.0000000000005,0.06910619923020331,1332,30.03003003003003
Stafford,2021,51400.0,1081710.0,21.0449,Commercial,3598.0000000000005,0.06601185829282066,3731,13.77646743500402
Danbury,2021,455000.0,184800.0,0.4061,Residential,31850.000000000004,0.06116348129594872,2963,153.56058049274384
Cornwall,2013,1110000.0,700200.0,0.630810811,Single Family,77700.00000000001,0.0771242164405643,2201,504.31621990004544
Lisbon,2010,135000.0,232190.0,1.719925926,Two Family,9450.0,0.06953932576404204,2861,47.186298497029014
New London,2022,270000.0,120120.0,0.4448,Residential,18900.0,0.07961514141397497,2340,115.38461538461539
Burlington,2019,150000.0,126280.0,0.8419,Single Family,10500.000000000002,0.06611179996687841,1707,87.87346221441125
Groton,2012,117000.0,111230.0,0.950683761,Condo,8190.000000000001,0.08585410363082752,1696,68.98584905660377
Westport,2014,1145000.0,694300.0,0.606375546,Single Family,80150.00000000001,0.08635449041616658,1878,609.6911608093717
Lisbon,2014,247000.0,171420.0,0.694008097,Single Family,17290.0,0.08227683353860493,1200,205.83333333333334
New Haven,2014,339900.0,228620.0,0.672609591,Condo,23793.000000000004,0.058769856494305314,1232,275.89285714285717
West Haven,2007,185000.0,121240.0,0.655351351,Single Family,12950.000000000002,0.06821512555479811,2977,62.143097077594895
New Milford,2014,148000.0,152040.0,1.027297297,Condo,10360.000000000002,0.08957036515491502,827,178.96009673518742
New Fairfield,2015,425000.0,252800.0,0.594823529,Single Family,29750.000000000004,0.066995192429195,1917,221.70057381324986
Fairfield,2017,485000.0,300930.0,0.6204,Single Family,33950.0,0.0841633867784389,2584,187.6934984520124
Windsor,2014,99900.0,134050.0,1.341841842,Two Family,6993.000000000001,0.09019125093678697,2839,35.18844663613949
Somers,2021,247000.0,149500.0,0.6052,Residential,17290.0,0.05225204428898518,2880,85.76388888888889
Rocky Hill,2009,103000.0,79940.0,0.776116505,Condo,7210.000000000001,0.0733380211322038,1092,94.32234432234432
East Hartford,2004,124000.0,79920.0,0.644516129,,8680.0,0.07177638175645966,1989,62.342885872297636
Middletown,2003,134500.0,68330.0,0.50802974,,9415.0,0.07472078815458492,1807,74.4327614831212
Middletown,2014,215000.0,159280.0,0.740837209,Single Family,15050.000000000002,0.06229214503877559,1777,120.99043331457513
Ridgefield,2003,350000.0,172910.0,0.494028571,,24500.000000000004,0.07406333136001259,1245,281.12449799196787
East Granby,2007,229000.0,125800.0,0.549344978,Single Family,16030.000000000002,0.08232527720418406,1901,120.46291425565492
Middlebury,2020,300000.0,137100.0,0.457,Vacant Land,21000.000000000004,0.055953883288446506,941,318.8097768331562
Plainfield,2013,174900.0,118140.0,0.675471698,Single Family,12243.000000000002,0.06715178271644462,2069,84.53359110681488
Cornwall,2004,233330.0,4810.0,0.02061458,,16333.100000000002,0.08934582513532134,2495,93.5190380761523
Cheshire,2005,723900.0,452440.0,0.625003454,,50673.00000000001,0.06358394158080198,2031,356.42540620384045
Plymouth,2002,288900.0,128900.0,0.446175147,,20223.000000000004,0.06427515979274129,810,356.6666666666667
New Haven,2011,165000.0,119210.0,0.722484848,Single Family,11550.000000000002,0.0676759271340699,1814,90.95920617420066
Plainville,2002,77000.0,41370.0,0.537272727,,5390.000000000001,0.07113155621047512,2963,25.987175160310496
Wethersfield,2017,235000.0,195900.0,0.8336,Single Family,16450.0,0.08101177204316652,1356,173.30383480825958
Middletown,2015,185000.0,121320.0,0.655783784,Single Family,12950.000000000002,0.059001300015666995,1812,102.09713024282561
Southbury,2008,410000.0,303820.0,0.74102439,Two Family,28700.000000000004,0.0724219495359905,2564,159.90639625585024
Trumbull,2019,327000.0,217700.0,0.6657,Condo,22890.000000000004,0.06517563146145641,1696,192.8066037735849
Seymour,2003,285000.0,119700.0,0.42,,19950.000000000004,0.06207620449492103,2148,132.68156424581005
Brooklyn,2001,157000.0,91680.0,0.583949045,,10990.000000000002,0.06714215177176544,2778,56.515478761699065
Ridgefield,2021,999000.0,575710.0,0.5762,Residential,69930.0,0.07048870799943602,2643,377.9795686719637
Westbrook,2002,450000.0,209350.0,0.465222222,,31500.000000000004,0.0679430558947296,846,531.9148936170212
Beacon Falls,2007,32000.0,24120.0,0.75375,Single Family,2240.0,0.07231512746589064,2569,12.456208641494745
Cheshire,2016,115000.0,99240.0,0.862956522,Single Family,8050.000000000001,0.059033936416900405,1113,103.32434860736747
Milford,2009,258000.0,244700.0,0.948449612,Condo,18060.0,0.07213085388054533,906,284.7682119205298
Madison,2017,398000.0,372100.0,0.9349,Single Family,27860.000000000004,0.0717011156487763,2249,176.96754112939084
Salem,2003,505000.0,271210.0,0.537049505,,35350.0,0.07373559478398291,1972,256.0851926977688
Avon,2011,2500.0,841650.0,336.66,,175.00000000000003,0.05655253442150871,2413,1.0360547036883547
New Fairfield,2021,65000.0,94000.0,1.446153846,Residential,4550.0,0.06937995990633969,2899,22.42152466367713
Hartford,2007,280000.0,54532.0,0.194757143,Two Family,19600.000000000004,0.08150055444835264,2266,123.5657546337158
Somers,2002,52000.0,199680.0,3.84,,3640.0000000000005,0.06898123682987956,1425,36.49122807017544
North Haven,2008,325000.0,230300.0,0.708615385,Single Family,22750.000000000004,0.05953121617123964,2034,159.78367748279254
Windsor,2007,37380.0,37380.0,1.0,,2616.6000000000004,0.07672671531038101,2602,14.36587240584166
Bridgewater,2019,310000.0,249100.0,0.8035,Single Family,21700.000000000004,0.08283638676360852,2114,146.64143803216652
Norwalk,2001,315000.0,135240.0,0.429333333,,22050.000000000004,0.07248062766322384,1361,231.44746509919176
Guilford,2011,562500.0,363090.0,0.645493333,Single Family,39375.00000000001,0.0641252235618447,2642,212.90688872066616
Bloomfield,2021,195000.0,118160.0,0.6059,Residential,13650.000000000002,0.06043246279537519,1541,126.54120700843607
New Britain,2015,149000.0,98420.0,0.660536913,Single Family,10430.000000000002,0.07024044123200726,1491,99.93293091884641
Simsbury,2019,640000.0,512560.0,0.8008,Single Family,44800.00000000001,0.07628424542981233,830,771.0843373493976
Portland,2020,295000.0,10080.0,0.0341,Vacant Land,20650.000000000004,0.0771772206919022,2081,141.75876982220086
Naugatuck,2022,228000.0,209230.0,0.9176,Residential,15960.000000000002,0.07179522036526423,1837,124.1154055525313
Bristol,2005,129900.0,50920.0,0.391993841,,9093.0,0.07796616672008486,1950,66.61538461538461
Trumbull,2001,560000.0,302230.0,0.539696429,,39200.00000000001,0.05195714463922932,1686,332.14709371293003
Newtown,2011,378000.0,346800.0,0.917460317,Single Family,26460.000000000004,0.08029334690144249,2064,183.13953488372093
Suffield,2005,239900.0,104440.0,0.435348062,,16793.0,0.07077174386411998,1230,195.04065040650406
Hamden,2013,440000.0,265090.0,0.602477273,Single Family,30800.000000000004,0.08585926607007577,2867,153.47052668294384
Ansonia,2008,250000.0,172400.0,0.6896,Single Family,17500.0,0.06902205136309462,2306,108.41283607979184
Southington,2018,133900.0,94670.0,0.707,Condo,9373.0,0.08126240870383236,2642,50.68130204390613
Canton,2006,225000.0,172780.0,0.767911111,Two Family,15750.000000000002,0.034565492571615244,1335,168.53932584269663
Bridgeport,2021,381000.0,194720.0,0.511,Residential,26670.000000000004,0.06555163869816981,1354,281.3884785819793
Milford,2018,65000.0,198760.0,3.0578,Single Family,4550.0,0.07104747213795481,2989,21.746403479424558
West Hartford,2014,131667.0,142380.0,1.081364351,Single Family,9216.69,0.07156293344069363,1095,120.24383561643836
Redding,2020,489000.0,275900.0,0.5642,Residential,34230.0,0.0627613304142681,1396,350.2865329512894
Bristol,2004,320000.0,138270.0,0.43209375,,22400.000000000004,0.07548770358416974,1531,209.01371652514698
Brookfield,2004,105000.0,149370.0,1.422571429,,7350.000000000001,0.08102278390310322,2346,44.75703324808184
East Hartford,2002,60000.0,63710.0,1.061833333,,4200.0,0.06445150204007163,1930,31.088082901554404
Tolland,2020,335000.0,171000.0,0.5104,Residential,23450.000000000004,0.07471847086173503,2962,113.09925725860904
Torrington,2017,50000.0,64270.0,1.2854,Two Family,3500.0000000000005,0.07539520578786477,961,52.02913631633715
Suffield,2020,250000.0,126350.0,0.5054,Residential,17500.0,0.06752699773685243,2331,107.25010725010725
Norwich,2016,30000.0,50100.0,1.67,Three Family,2100.0,0.06125130540645893,862,34.80278422273782
Prospect,2002,385000.0,55640.0,0.144519481,,26950.000000000004,0.06962830498338364,1835,209.80926430517712
Bristol,2008,448000.0,456260.0,1.0184375,Single Family,31360.000000000004,0.04927929774832256,1632,274.5098039215686
Woodstock,2004,345000.0,98470.0,0.28542029,,24150.000000000004,0.08293553222439651,1590,216.9811320754717
